id_bien;id_codedep_codecommune;numero_voie;btq;type_voie;nom_voie;surface_carrez;type_local;surface_local;total_piece
1;01103;347;;RUE;DU CHATEAU;48,22;Appartement;48;3
2;06004;4;;BD;EDOUARD BAUDOIN;39,11;Appartement;40;1
3;06088;20;B;RUE;MARCEAU;80,25;Appartement;82;3
4;06123;550;;RTE;DES VESPINS RN7;27,51;Appartement;27;1
5;13005;9300;;RES;LES ARPEGES BD DES ABA;47,33;Appartement;47;2
6;13028;27;;RUE;DU GRAND MADIER;25,31;Appartement;24;1
7;13208;360;;AV;DU PRADO;70,84;Appartement;70;3
8;13212;5076;F;PARC;DESSUARD;67,19;Appartement;66;3
9;14338;1194;;RUE;DE NORMANDIE;18,89;Appartement;19;1
10;14366;30;;ALL;DES NOISETIERS;105,37;Maison;99;4
11;17300;11;;RUE;ROUGET DE L ISLE;31,99;Appartement;34;2
12;25056;13;;RUE;BERTHE MORISOT;96,21;Maison;100;5
13;29232;1;;RUE;DU POHER;30,86;Appartement;31;1
14;29260;2;;RUE;DES JARDINS;66,21;Appartement;67;3
15;31555;5;;AV;DU COMMANDANT TAILLANDIER;45,58;Appartement;46;2
16;33063;15;;RUE;PAUL DENUCE;23,20;Appartement;27;1
17;33063;176;;RUE;SAINTE CATHERINE;13,10;Appartement;12;1
18;33097;822;G;;LA BAYNASSE SUD;29,00;Appartement;29;2
19;33449;9;;RUE;DE BELFORT;51,40;Appartement;51;2
20;34145;183;;RUE;MARC ANTOINE MENARD;16,79;Appartement;18;1
21;34150;50;;AV;ANDRE CHASSEFIERE;51,40;Appartement;51;2
22;34199;8;;PL;DES ETATS DU LANGUEDOC;68,22;Appartement;85;3
23;37156;7;;RUE;JEAN-JACQUES ROUSSEAU;88,45;Maison;89;4
24;37261;197;;AV;DE GRAMMONT;42,94;Appartement;46;2
25;38185;48;;BD;MAL FOCH;76,48;Appartement;77;4
26;40266;210;;RTE;DU TAILLEUR;48,23;Maison;53;3
27;40328;199;;RES;MER ET GOLF-LE BOUCANIER;49,91;Appartement;48;2
28;44143;3;;ALL;JEAN PERRIN;46,30;Appartement;45;2
29;44184;12;;RUE;FERDINAND BUISSON;47,24;Appartement;48;2
30;51230;35;;AV;DE CHAMPAGNE;81,09;Appartement;79;4
31;54395;26;;RUE;MESSIER;39,69;Appartement;39;2
32;56161;5794;;;GOLF SAINT LAURENT;43,85;Appartement;44;3
33;58194;5;;RUE;DE PRUNEVEAUX;108,78;Appartement;124;4
34;59512;118;;BD;DU GENERAL DE GAULLE;89,84;Appartement;71;3
35;60057;247;;RUE;DE NOTRE DAME DU THIL;48,35;Appartement;48;2
36;60155;34;;RUE;DE LA VILLE;19,11;Appartement;18;1
37;60159;15;;SQ;JEAN BAPTISTE CLEMENT;97,39;Appartement;97;5
38;60524;84;;AV;JEAN JAURES;31,73;Appartement;32;1
39;69149;54;;RUE;DE LA BUSSIERE;49,89;Appartement;51;2
40;69384;15;;RUE;ARTAUD;20,02;Appartement;20;1
41;74119;1;;AV;D ABONDANCE;34,86;Appartement;33;2
42;74236;950;;AV;DU MONT D ARBOIS;39,05;Appartement;39;2
43;74238;110;;RTE;DE LA TELECABINE;18,93;Appartement;20;1
44;74278;2308;;AV;DES VALLEES;88,59;Appartement;88;4
45;75105;22;;BD;SAINT MARCEL;30,05;Appartement;41;2
46;75110;45;;BD;DE MAGENTA;32,30;Appartement;32;2
47;75111;14;;AV;DE LA REPUBLIQUE;120,28;Appartement;120;4
48;75111;160;;RUE;SAINT MAUR;17,94;Appartement;28;2
49;75111;11;;RUE;DU MOULIN JOLY;28,39;Appartement;28;2
50;75112;36;;RUE;ERARD;18,00;Appartement;41;2
51;75112;220;;RUE;DE CHARENTON;51,44;Appartement;51;3
52;75112;17;;RUE;D AUSTERLITZ;10,06;Appartement;10;1
53;75115;60;A;RUE;EMERIAU;88,30;Appartement;88;4
54;75118;4;;RUE;SQUARE CARPEAUX;23,98;Appartement;18;1
55;75118;36;;AV;DE CLICHY;53,59;Appartement;39;2
56;75118;68;;RUE;MARCADET;24,30;Appartement;25;2
57;76217;16;;AV;ALEXANDRE ANQUETIN;61,52;Appartement;59;4
58;76451;5;;PARC;DE LA BRESLE;57,27;Appartement;58;3
59;76655;4;;RUE;FRANCOIS LAPERT;23,98;Appartement;25;1
60;77118;5;B;RUE;DE LA SOLIDARITE;35,32;Appartement;40;2
61;78350;4;;ALL;HELENE LAZAREFF;89,41;Appartement;89;4
62;78423;1;;AV;DE DENTON;106,19;Appartement;107;5
63;78545;15;;RUE;ROBERT DESNOS;67,76;Appartement;70;4
64;78545;1;;RUE;MAL DE LATTRE DE TASSIGNY;40,55;Appartement;40;2
65;78551;53;;RUE;DE MAREIL;84,31;Appartement;142;5
66;78586;1;;RUE;MAETERLINCK;74,00;Appartement;74;3
67;78640;2;;RUE;DIVISION LECLERC;49,16;Appartement;48;2
68;83062;;;;LES SAVELS;50,74;Appartement;50;2
69;83069;31;;AV;DE LA SABLIERE CAPTE;20,15;Appartement;20;1
70;83112;9100;;RES;LE GRAND SOLEIL;47,52;Appartement;38;2
71;83123;8;;ALL;DES PAQUERETTES;86,92;Maison;91;5
72;84007;43;;RUE;CAMPANE;37,24;Appartement;40;2
73;85047;78;;RUE;CARNOT;43,12;Appartement;45;2
74;86062;20;B;ALL;DU HAUT POITOU;30,42;Appartement;30;1
75;86194;9007;;RUE;DES DOUVES;71,03;Appartement;75;4
76;87075;14;;RUE;DU CLUZEAU;62,95;Appartement;62;2
77;87085;8;;RUE;GEORGES BELJEAN;43,54;Appartement;43;2
78;91249;2;;RUE;D ADELAIAU;128,34;Appartement;128;5
79;91689;6;;RUE;DE LA DIVISION LECLERC;43,42;Appartement;43;2
80;92025;79;;RUE;DE VARSOVIE;49,45;Appartement;55;3
81;92026;5;;BD;GEORGES CLEMENCEAU;62,10;Appartement;65;3
82;92036;32;;RUE;GEORGES THORETTON;59,35;Appartement;59;3
83;92044;74;;RUE;JULES GUESDE;52,85;Appartement;55;2
84;93032;35;;AV;SAINTE FOY;106,31;Maison;90;4
85;93051;4;;ALL;JOSEPHINE;77,93;Appartement;77;4
86;93057;129;;ALL;JULES AUFFRET;46,00;Appartement;46;2
87;93071;1;;PL;GASTON BUSSIERE;24,63;Appartement;24;2
88;94044;21;;RUE;CLAUDE BERNARD;67,10;Appartement;67;3
89;94060;18;;RUE;DE PROVENCE;80,00;Maison;66;4
90;94060;4;;RUE;DU CLOS SAINT NICOLAS;48,02;Appartement;49;2
91;94080;7;;RUE;DE L EGALITE;16,37;Appartement;17;1
92;95252;16;;RUE;DE LA FOSSE AUX BICHES;72,53;Appartement;69;4
93;95388;57;;ALL;DU VEXIN;90,07;Maison;93;5
94;95607;9004;;RES;LES LIGNIERES;57,10;Appartement;56;3
95;01262;9;;RUE;NEUVE;41,82;Appartement;47;1
96;02408;27;;RUE;FERNAND THUILLART;165,11;Appartement;156;6
97;03190;2;;RUE;DENAIN;124,01;Appartement;77;3
98;04073;7052;;RES;LES CHENEVRIERS;24,32;Appartement;25;1
99;04166;7102;;PL;DE L ENGIEN;106,43;Appartement;133;4
100;04209;9002;;PL;DU DOCTEUR ROBERT;32,89;Appartement;33;1
101;06004;15;;AV;NIQUET;37,66;Appartement;41;2
102;06027;7;;CHE;DE SAINT LAURENT;58,42;Appartement;58;3
103;06088;8;;RUE;ROSSINI;99,04;Appartement;98;4
104;06088;27;;RUE;LAMARTINE;30,20;Appartement;95;3
105;06088;4;;AV;VALROSE;68,75;Appartement;68;3
106;06159;15;B;AV;VICTOR CAUVIN;56,05;Appartement;58;2
107;10323;5;;IMP;DU CHANT DE L ALOUETTE;55,50;Appartement;52;3
108;13119;5279;F;RUE;DU 14 JUILLET;53,09;Appartement;51;3
109;13201;55;;RUE;FRANCIS DAVSO;48,24;Appartement;50;2
110;13204;9;;RUE;BOSCARY;28,40;Appartement;30;1
111;13206;9;;RUE;CRUDERE;51,01;Appartement;51;3
112;13209;13;;BD;GUSTAVE GANAY;51,54;Appartement;52;3
113;14118;4;;RUE;AUX NAMPS;34,83;Appartement;59;2
114;14333;1;;RUE;PESTEL;12,44;Appartement;13;1
115;14715;1;;AV;P CASSAGNAVERE;53,76;Appartement;53;2
116;14754;1;;RUE;CHARLES KOECHLIN;52,82;Maison;32;2
117;17300;66;;AV;DENFERT ROCHEREAU;32,18;Appartement;33;1
118;17414;6;;RUE;DES MENDRIES;49,90;Maison;50;3
119;22113;5;;RES;DE LA HAUTE RIVE;68,30;Appartement;67;4
120;22168;33;;RUE;ANATOLE LE BRAZ;54,42;Appartement;57;2
121;22278;16;H;BD;DE L ATLANTIQUE;64,00;Appartement;64;4
122;24322;19;;AV;DAUMESNIL;31,05;Appartement;33;1
123;25527;850;;CHE;DES GOUILLOTTES;127,96;Appartement;147;5
124;28085;34;B;RUE;DU FAUBOURG ST JEAN;106,03;Maison;105;5
125;30003;22;;RUE;THEAULON;32,29;Appartement;50;2
126;30007;145;;QUAI;DE BILINA;39,50;Appartement;39;2
127;30133;80;;RUE;DES ANEMONES;20,00;Appartement;19;1
128;30189;4;B;RUE;ARNAVIELLE;60,07;Appartement;60;3
129;32013;3;;RUE;DAUMESNIL;54,00;Appartement;57;2
130;33005;230;;BD;DE LA REPUBLIQUE;44,12;Appartement;44;2
131;33063;52;;RUE;DU TONDU;61,16;Appartement;60;4
132;33075;17;;RUE;DES HIRONDELLES;86,30;Maison;86;4
133;33550;17;;RUE;LAURENT FIGNON;39,23;Appartement;45;2
134;34023;7;;AV;PASTEUR;24,60;Appartement;24;1
135;37261;5;;RUE;HENRI HERTZ;42,20;Appartement;42;2
136;37261;4;;ALL;DES ERABLES;63,10;Appartement;70;3
137;38169;6;;RUE;DOYEN GOSSE;21,00;Appartement;20;1
138;38185;4;;PL;BIR HAKEIM;95,74;Appartement;95;3
139;38253;13;;AV;DE LA MUZELLE MT DE LANS;60,55;Appartement;62;3
140;40046;176;;AV;GABRIELE  D ANNUNZIO;29,78;Maison;25;1
141;40088;49;;AV;VICTOR HUGO;18,63;Appartement;19;1
142;40304;112;;AV;DU MARENSIN;82,35;Maison;47;3
143;42256;2;;CHE;DES GREFFIERS;94,39;Maison;93;4
144;44109;52;;BD;DE L EGALITE;62,14;Appartement;64;3
145;44190;18;;RUE;BONNE GARDE;47,34;Appartement;47;2
146;44204;1;;RUE;PAUL VERLAINE;42,25;Appartement;42;2
147;45234;239;;FG;SAINT VINCENT;65,71;Appartement;65;3
148;45286;13;;ALL;DES ERABLES;72,37;Appartement;69;1
149;50002;74;;RTE;DE COUTANCES;57,88;Appartement;47;2
150;51454;7;;IMP;DES CARMELITES;119,95;Appartement;121;4
151;54395;21;;RUE;DES SOEURS MACARONS;36,60;Appartement;38;2
152;56062;2;;RES;DE PORH MEN GUEN;97,51;Appartement;105;3
153;59368;19;;AV;SIMONE;80,09;Appartement;80;3
154;59378;42;Q;RUE;JEAN JAURES;29,73;Maison;30;2
155;59491;468;;RUE;HENRI DURRE;153,25;Maison;139;5
156;60159;2;;RUE;AMPERE;41,00;Appartement;37;1
157;60159;59;C;RUE;DU GENERAL MANGIN;220,72;Maison;210;8
158;60382;35;;IMP;JEAN DE LA FONTAINE;30,38;Appartement;30;2
159;60395;1;;AV;JACQUES CARTIER;72,91;Appartement;74;4
160;60524;34;B;AV;DE LA GARE;67,47;Appartement;68;3
161;62041;76;;PL;GRAND PLACE;45,50;Appartement;45;2
162;63300;31;;RUE;HIPPOLYTE GOMOT;62,72;Appartement;47;2
163;69003;6;;AV;DE LA GARE;108,84;Appartement;109;4
164;69204;78;B;RUE;DES COLLONGES;43,25;Appartement;43;2
165;69264;496;;RUE;ETIENNE POULET;78,72;Appartement;71;3
166;69389;72;;RUE;SAINT PIERRE DE VAISE;32,82;Appartement;38;1
167;69389;2;;PL;DE LA RHODIACETA;75,31;Appartement;75;3
168;70550;24;;RUE;DE LA BANQUE;75,87;Appartement;76;4
169;70550;22;;RUE;D ALSACE LORRAINE;168,38;Appartement;106;4
170;74014;13;;RTE;DES MOULINS;21,29;Appartement;21;1
171;74249;110;;RTE;DE LA SAUGE;76,14;Appartement;76;3
172;75102;192;;RUE;SAINT DENIS;36,91;Appartement;37;3
173;75103;24;;RUE;DE SAINTONGE;66,00;Appartement;12;1
174;75104;8;;RUE;SAINT PAUL;25,34;Appartement;25;2
175;75105;30;;RUE;DES BOULANGERS;21,34;Appartement;20;1
176;75106;36;;RUE;DE BUCI;28,55;Appartement;28;1
177;75107;7;;RUE;COGNACQ JAY;82,62;Appartement;83;3
178;75110;38;;AV;CLAUDE VELLEFAUX;30,18;Appartement;31;2
179;75111;7;;RUE;PLICHON;58,45;Appartement;56;3
180;75111;33;;AV;PHILIPPE AUGUSTE;31,12;Appartement;30;2
181;75112;38;B;RUE;TRAVERSIERE;44,95;Appartement;50;2
182;75114;31;;RUE;DE L ABBE CARTON;25,06;Appartement;26;1
183;75115;8;;RUE;MARMONTEL;37,38;Appartement;37;2
184;75115;22;A;RUE;EMERIAU;99,96;Appartement;97;6
185;75117;62;;RUE;LEGENDRE;63,16;Appartement;75;3
186;75117;68;;RUE;MSTISLAV ROSTROPOVITCH;47,12;Appartement;47;2
187;75118;76;;RUE;LEPIC;53,01;Appartement;50;3
188;75118;21;B;RUE;DUHESME;52,46;Appartement;51;3
189;75118;124;;RUE;DAMREMONT;52,24;Appartement;50;2
190;75118;89;;RUE;DES POISSONNIERS;29,13;Appartement;30;2
191;75118;28;;RUE;DE TORCY;67,80;Appartement;68;3
192;75120;9;;RUE;HENRI CHEVREAU;21,01;Appartement;25;1
193;76351;4;;RUE;MICHEL DUBOSC;19,90;Appartement;20;1
194;76447;3;;RUE;HENRY LEMONNIER;45,84;Appartement;30;1
195;76451;10;;RUE;ROBERT DE THORIGNY;39,30;Appartement;39;2
196;77005;19;B;RUE;DU GENERAL DE GAULLE;32,99;Appartement;29;2
197;77014;56;;RUE;REMY DUMONCEL;24,06;Appartement;25;1
198;77058;4;;RUE;KONRAD ADENAUER;53,60;Appartement;53;2
199;77058;17;;AV;DU GENERAL DE GAULLE;31,42;Appartement;31;1
200;77059;13;Q;RUE;DE CHAMPAGNE;111,15;Maison;102;5
201;77192;2;E;SQ;DU PETIT MARGAT;60,25;Appartement;60;3
202;77259;2;C;CHE;DU GAZON;75,06;Maison;76;4
203;77288;17;;RUE;LOUVIOT;33,49;Appartement;33;2
204;77288;15;;RUE;DE VAUX;44,94;Appartement;45;2
205;77379;2;B;RUE;DU TEMPLE;66,54;Appartement;76;3
206;78005;113;;AV;DE POISSY;42,20;Appartement;42;2
207;78372;8;;SQ;DES AUBADES;67,60;Appartement;66;4
208;78372;9;;RES;DE LA SABOTTE;53,05;Appartement;55;3
209;78383;1;;SQ;DU JURANCON;27,81;Appartement;28;1
210;78550;3;;RUE;LOUIS PASTEUR;101,85;Maison;107;6
211;78621;9003;;CITE;LA GARENNE A BREFAUT;55,06;Appartement;51;3
212;78646;16;;RUE;DE L OCCIDENT;80,38;Appartement;82;4
213;82096;29;;RUE;DES LILAS;71,05;Maison;71;3
214;83009;71;;CHE;DE L ESCOURCHE;37,60;Appartement;51;2
215;83009;271;;BD;DES GRAVIERS;15,20;Appartement;15;1
216;83034;9500;;RES;LE ST VINCENT;29,85;Appartement;30;2
217;83070;1;;AV;PIERRE DE COUBERTIN;64,84;Appartement;64;3
218;85035;9733;;RES;LES TROIS TOURS 2;37,82;Appartement;37;2
219;85127;5;;AV;DU LITTORAL;64,41;Appartement;64;3
220;85194;3;;RUE;FIEF DES COUTS;63,63;Appartement;64;3
221;85262;46;;RUE;DU BAS RUET;88,50;Maison;88;4
222;88372;38;;RUE;JULES FERRY;81,24;Appartement;82;3
223;90010;1;;RUE;DE COLMAR;42,25;Appartement;44;2
224;90010;24;;RUE;DE CRONSTADT;56,00;Appartement;56;3
225;91114;43;;RUE;DES 3 CHENES;69,17;Appartement;63;4
226;91225;10;;RES;LES BOIS DU CERF;146,94;Maison;168;6
227;91326;5;;RUE;MONTTESSUY;49,00;Appartement;49;3
228;91377;4;;ALL;D'AUTRICHE;93,02;Appartement;96;5
229;91425;50;B;RTE;D ORLEANS RN 20;40,00;Appartement;44;2
230;91570;10;;ALL;DES ERABLES;115,97;Maison;118;5
231;91589;239;;AV;ROBERT LEUTHREAU;90,00;Maison;45;2
232;92004;4;;RUE;BERNARD JUGAULT;67,23;Appartement;66;4
233;92004;26;;RUE;DES BOURGUIGNONS;40,69;Appartement;40;3
234;92004;12;;RUE;DU R P CH GILBERT;54,20;Appartement;54;2
235;92009;1;;RUE;CLAUDE MIVIERE;52,47;Appartement;52;3
236;92012;6;;IMP;BELLEVUE;65,62;Appartement;56;1
237;92012;197;;RUE;GALLIENI;87,15;Appartement;88;4
238;92012;19;;ALL;ROBERT DOISNEAU;23,80;Appartement;23;1
239;92012;11;;RUE;SAINT DENIS;31,20;Appartement;29;2
240;92012;11;;RUE;FESSART;78,02;Appartement;119;4
241;92014;36;;RUE;PAUL HENRY THILLOY;76,85;Appartement;77;1
242;92022;1162;;AV;ROGER SALENGRO;59,73;Appartement;50;3
243;92023;85;;AV;HENRI BARBUSSE;40,80;Appartement;74;3
244;92025;273;;RUE;SAINT DENIS;61,06;Appartement;62;3
245;92025;9;;RUE;PAUL BERT;38,05;Appartement;35;2
246;92025;21;;RUE;VICTOR HUGO;32,02;Appartement;32;2
247;92026;7;;RUE;DE LA SABLIERE;94,32;Appartement;92;4
248;92048;1;;SQ;DES COLONNES;61,97;Appartement;63;3
249;92050;6;;RUE;DE L'OUEST;61,93;Appartement;61;3
250;92063;7;;RUE;DU GUE;25,16;Appartement;25;1
251;92063;11;;RUE;DE LA BENARDE;46,75;Appartement;46;2
252;92063;12;;SQ;RONSARD;48,50;Appartement;47;2
253;92075;7;;RUE;LOUIS BLANC;44,17;Appartement;43;2
254;93001;55;;RUE;DU MOUTIER;35,00;Appartement;35;2
255;93006;77;;RUE;SADI CARNOT;30,45;Appartement;30;2
256;93010;4;;RUE;ARTHUR RIMBAUD;70,56;Appartement;71;3
257;93048;24;;RUE;KLEBER;102,46;Appartement;147;6
258;94016;68;;RUE;DU COLONEL FABIEN;21,13;Appartement;21;1
259;94022;18;;RUE;PAUL CARLE;41,57;Appartement;42;2
260;94033;15;;RUE;DE TRUCY;29,07;Appartement;15;1
261;94041;3;;ALL;MULATRESSE SOLITUDE;68,02;Appartement;67;3
262;94042;4;;RUE;HALIFAX;73,81;Appartement;76;3
263;94052;6;;RUE;ANQUETIL;50,08;Appartement;50;2
264;94068;83;;AV;DU BAC;61,93;Appartement;62;3
265;94071;16;;RUE;DU MOUTIER;34,20;Appartement;34;2
266;94076;1;;RUE;PIERRE ET MARIE CURIE;39,39;Appartement;39;2
267;94079;7;;ALL;DE DERRIERE LES JARDINS;84,23;Appartement;82;4
268;94080;74;;RUE;DE LA JARRY;50,60;Appartement;50;3
269;94080;27;;AV;PAUL DEROULEDE;25,14;Appartement;20;1
270;95203;4;;RUE;DE LA BRIQUETERIE;64,00;Appartement;63;3
271;95218;1;;RUE;DES CAPUCINES;45,04;Appartement;46;2
272;95218;1;;RUE;DU PAPIER COUCHE;56,86;Appartement;57;3
273;95500;20;;RUE;DES MARECHAUX;77,71;Appartement;77;4
274;95572;76;;RUE;GEORGE SAND;61,05;Appartement;61;3
275;04209;9003;;PL;DE L HORLOGE;105,71;Appartement;119;4
276;14079;17;;RUE;DE VERDUN;30,09;Appartement;30;2
277;14754;6412;;CHE;DE BOIS LURETTE;30,38;Appartement;30;2
278;54395;10;;RUE;FERRI III;47,04;Appartement;46;2
279;74256;29;;RTE;DE CUSIN;63,14;Appartement;62;3
280;77014;5;;RUE;DU ROCHER;45,61;Appartement;49;2
281;80021;12;;RUE;MARTIN BLEU DIEU;34,99;Appartement;35;1
282;82112;7;;AV;DU DOCTEUR ROUANET;67,19;Appartement;67;4
283;91223;9;;RUE;DE LA JUIVERIE;31,49;Appartement;36;1
284;01160;1;;RUE;DE GEX;82,59;Appartement;75;3
285;01288;140;;RUE;DE L'ABBE JOLIVET;109,22;Maison;109;5
286;04070;1;;RUE;DES MONGES;144,60;Appartement;120;4
287;06029;3;;RUE;NOTRE-DAME;31,21;Appartement;32;2
288;06032;56;;AV;DU TROIS SEPTEMBRE;24,58;Appartement;24;1
289;06079;114;;AV;GASTON DE FONTMICHEL;36,60;Appartement;36;2
290;06083;55;;AV;DE SOSPEL;29,00;Appartement;29;1
291;06083;649;;PROM;DU SOLEIL;54,34;Appartement;57;2
292;06088;17;;RUE;GOUNOD;32,83;Appartement;33;2
293;06088;4;;BD;CIMIEZ;133,44;Appartement;144;4
294;10325;;;;LES FEUILLATES;63,58;Appartement;63;3
295;10343;17;D;RUE;DE LA COOPERATIVE;50,75;Appartement;50;3
296;10362;146;;AV;GEN GALLIENI;47,88;Appartement;48;2
297;10362;2;;RUE;NVE DE LA REPUBLIQUE;68,03;Appartement;66;3
298;11170;1;;RES;GRUISSAN PORT;23,89;Appartement;25;3
299;11170;156;;PL;DE LA BONANCE;22,15;Appartement;28;2
300;13005;2;;RUE;DE LA BIBLIOTHEQUE;82,72;Appartement;84;5
301;13022;26;;RUE;DOCT SEVERIN ICARD;36,80;Appartement;37;3
302;13028;3;;RUE;ANTOINE PIRRODI;29,29;Appartement;30;1
303;13028;432;;BD;DE LAVAUX;115,53;Appartement;114;4
304;13101;200;;CHEM;DU COULET;92,99;Maison;61;3
305;13205;294;;BD;CHAVE;64,45;Appartement;63;3
306;13207;62;;BD;BOMPARD;24,89;Appartement;40;3
307;13207;2;;RUE;CAPITAINE DESSEMOND;22,71;Appartement;22;1
308;13208;27;;RUE;ROCCA;85,37;Appartement;86;4
309;13209;1;;RES;LE LANCIER;31,28;Appartement;32;1
310;13210;68;;BD;MIREILLE LAUZE;112,09;Appartement;111;5
311;14220;6;;AV;ROGER DELIENCOURT;41,78;Appartement;43;2
312;14754;4;;AV;DE LA REPUBLIQUE;47,05;Appartement;46;2
313;18033;15;;RUE;JEAN JACQUES ROUSSEAU;77,87;Appartement;78;3
314;19031;5;;RUE;D ESPAGNAC;70,19;Appartement;71;3
315;22278;8;;PL;DU GUESCLIN;168,70;Appartement;123;4
316;2A362;6113;;;SUVERA TORTA;32,16;Maison;32;2
317;30106;5495;;CHE;NEUF;82,11;Maison;84;4
318;30189;163;;RUE;DE BRUNSWICK;36,29;Appartement;40;1
319;30189;74;;IMP;DES LUPINS;65,24;Appartement;65;3
320;31203;4;;RUE;DEMOISELLES DE GASCOGNE;36,46;Appartement;38;2
321;31555;10;;BD;PIERRE CURIE;60,16;Appartement;65;3
322;33039;7;;RUE;ARISTIDE DE SOUSA-MENDES;56,67;Appartement;59;3
323;33039;422;;RTE;DE TOULOUSE;50,16;Appartement;50;2
324;33063;51;;RUE;DE PESSAC;26,39;Appartement;26;1
325;33514;12;;RUE;ANDRE LEROUX;35,80;Appartement;35;2
326;33522;16;;AV;VIEILLE TOUR;20,15;Appartement;19;1
327;33533;6;B;RTE;DE LA GARONNE;62,55;Appartement;65;2
328;34003;24;;ALL;DE LA FLANERIE;23,70;Appartement;23;1
329;34079;94;;RUE;FRANCOISE GIROUD;44,14;Appartement;43;2
330;34157;8;;AV;GAL DE GAULLE;59,19;Appartement;72;3
331;34301;;;RES;PORT VAUBAN;62,66;Appartement;71;3
332;35210;2;B;AV;CHARLES LE GOFFIC;56,15;Appartement;61;3
333;35238;2;;RUE;DUGUESCLIN;16,54;Appartement;17;1
334;37261;7;;RUE;JEAN LURCAT;65,52;Appartement;66;3
335;38185;42;;CRS;JEAN JAURES;31,00;Appartement;31;2
336;38185;3;;AV;DE VALMY;61,23;Appartement;62;3
337;38185;10;;RUE;ELISEE CHATIN;76,75;Appartement;73;3
338;38191;5519;;RES;LES TERRASSES DE L ALPE I;16,30;Appartement;17;1
339;38421;1;;RUE;FRANZ LISZT;60,73;Appartement;61;4
340;38421;2;;RUE;SIMONE DE BEAUVOIR;81,25;Appartement;81;4
341;39526;7;;PL;DE LA VICTOIRE;97,41;Maison;101;5
342;40088;11;;RUE;DES SERRES;85,32;Appartement;78;4
343;40281;220;;CHE;DE LAREIGNE;45,94;Appartement;46;2
344;40284;9;T;AV;DE LA GARE;53,22;Maison;50;3
345;40312;1;;ALL;HELENE ET JACQUES SOLOMON;65,26;Appartement;65;3
346;40312;3;;PL;ALEXANDRE VIRO;91,43;Appartement;90;4
347;40317;80;;RTE;DE L ETANG;74,39;Maison;74;4
348;42005;33;;RUE;DU TREYVE;90,20;Appartement;66;3
349;42187;85;B;RUE;JOANNY AUGE;76,75;Appartement;77;3
350;42187;12;;RUE;BERCHOUX;41,31;Appartement;42;2
351;42187;10;;RUE;DES ECOLIERS;61,37;Appartement;59;2
352;42332;115;;RUE;DU MOULIN A VENT PROLONGE;75,95;Appartement;70;4
353;43157;33;;RUE;ST GILLES;36,98;Appartement;50;2
354;44035;29;;RUE;CHARLES NUNGESSER;51,77;Maison;51;3
355;44109;2;;IMP;DE L HOTEL DIEU;62,88;Maison;50;1
356;44132;44;;BD;OCEANIDES;67,98;Appartement;68;2
357;44198;5;;RUE;LOUISE MICHEL;53,25;Appartement;52;2
358;45075;28;;RUE;GUSTAVE EIFFEL;60,70;Appartement;60;3
359;45232;481;;AV;DU LOIRET;70,03;Appartement;68;4
360;45234;13;;RUE;DE GAUCOURT;44,39;Appartement;45;2
361;45284;28;;RUE;DE LA HAUTE CROIX;26,25;Appartement;26;1
362;49007;63;;RUE;DU PRE PIGEON;71,08;Appartement;75;3
363;49007;99;;RUE;DE LA MADELEINE;21,62;Appartement;20;1
364;49099;1;;;LE CARRE DES TOILES;39,78;Appartement;40;2
365;50147;72;;RUE;SAINT PIERRE;59,19;Appartement;59;2
366;51108;2;;RUE;DES AUGUSTINS;31,79;Appartement;30;1
367;51230;1;;PL;CARNOT;43,85;Appartement;44;2
368;54263;17;;RUE;DU BOUCAU;58,53;Appartement;56;3
369;56023;3;;IMP;DU RAIL;38,01;Appartement;38;2
370;60342;324;;RUE;DE LA REPUBLIQUE;43,84;Appartement;44;2
371;60513;2;B;RUE;DES CLIGNETTES;64,45;Appartement;80;4
372;62893;1;;RUE;SAINT EXUPERY;87,68;Maison;82;4
373;64102;2;;ALL;DE LA GRAVIERE;54,68;Appartement;54;2
374;69089;9;B;CHE;DU LOUP;60,77;Appartement;61;3
375;69176;18;B;RUE;DU PERRON;104,11;Maison;102;4
376;69264;437;;RUE;DE THIZY;56,02;Appartement;57;3
377;69381;14;;RUE;IMBERT COLOMES;28,17;Appartement;54;3
378;69383;6;;RUE;ROUX SOIGNAT;49,13;Appartement;52;1
379;69384;49;;RUE;EUGENE PONS;51,01;Appartement;52;2
380;72181;15;;PL;EDOUARD DE LA BOUSSINIERE;20,92;Appartement;21;1
381;73257;5669;H;;IMM ARCELLE 1;30,84;Appartement;27;2
382;74236;448;;AV;DU MONT PACCARD;16,70;Appartement;25;2
383;74311;116;;RUE;DE L AUTOMNE;47,17;Appartement;47;2
384;75103;7;;RUE;NOTRE DAME DE NAZARETH;27,37;Appartement;26;2
385;75103;67;;RUE;DE BRETAGNE;26,43;Appartement;11;1
386;75104;22;;RUE;DU TEMPLE;34,60;Appartement;27;2
387;75105;9;;RUE;LARREY;27,01;Appartement;26;1
388;75106;1;;RUE;HUYSMANS;29,50;Appartement;29;1
389;75106;62;;RUE;SAINT PLACIDE;110,09;Appartement;109;5
390;75106;66;;RUE;DE RENNES;165,15;Appartement;163;5
391;75106;45;;RUE;BONAPARTE;78,83;Appartement;79;3
392;75106;27;;RUE;DES SAINTS PERES;48,96;Appartement;52;2
393;75110;139;;RUE;DU FBG SAINT DENIS;36,47;Appartement;29;2
